xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Konzept_gemappt
PK02235	Kirsch	Kirsch	Substantiv	-	Kirschbranntwein	['Kirschbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kirschbranntwein	kein_Trinken				kein_Trinken
PK02277	Kirschen-saft, Kirsch-saft	Kirschensaft, Kirschsaft	Substantiv	2	Saft aus Kirschen	['Saft aus Kirschen']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PK02278	Kirschen-schnaps, Kirsch-schnaps	Kirschenschnaps, Kirschschnaps	Substantiv	-	Branntwein aus Kirschen und Schnaps	['Branntwein aus Kirschen und Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PK02285	Kirschen-wasser, Kirsch-wasser	Kirschenwasser, Kirschwasser	Substantiv	-	Branntwein aus Kirschen und Schnaps	['Branntwein aus Kirschen und Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PK02535	Klecks	Klecks	Substantiv	2	ein Glas Wein	['ein Glas Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PK02772	Klicker-wasser	Klickerwasser	Substantiv	-	Selterswasser in Flaschen mit Glaskugelverschluß	['Selterswasser in Flaschen mit Glaskugelverschluß']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser								
PK03365	Knorbel, Knurbel, Knürbel	Knorbel, Knurbel, Knürbel	Substantiv	4a	Kartoffelschnaps	['Kartoffelschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Kartoffelschnaps	kein_Trinken				kein_Trinken
PK03477	Knupper, Knuppert	Knupper, Knuppert	Substantiv	7a	ein Glas Wein	['ein Glas Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PK03783	Koloster	Koloster	Substantiv	-	erste Milch einer Kuh nach dem Kalben	['erste Milch einer Kuh nach dem Kalben']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
PK03784	Kolostral-milch	Kolostralmilch	Substantiv	-	erste Milch einer Kuh nach dem Kalben	['erste Milch einer Kuh nach dem Kalben']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
PK03840	Kommunist	Kommunist	Substantiv	2	Haustrunk	['Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Haustrunk	kein_Trinken				kein_Trinken
PK03926	Konrad-setz-dich	Konradsetzdich	Substantiv	-	Haustrunk, schlechter Wein	['Haustrunk', 'schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PK04157	Korn-branntwein	Kornbranntwein	Substantiv	-	Branntwein aus Roggen	['Branntwein aus Roggen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PK04184	Korn-kaffee	Kornkaffee	Substantiv	-	aus geröstetem Roggen zubereitetes kaffeeartiges Getränk	['aus geröstetem Roggen zubereitetes kaffeeartiges Getränk']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee								
PK04205	Korn-schnaps	Kornschnaps	Substantiv	-	Branntwein aus Roggen	['Branntwein aus Roggen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PK04245	Koscher-most	Koschermost	Substantiv	-	aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most	['aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PK04340	Krabbel-an-der-Wand	KrabbelanderWand	Substantiv	2	Branntwein	['Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PK04344	Krabbeler	Krabbeler	Substantiv	2b	Wein, der leicht trunken macht	['Wein, der leicht trunken macht']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PK04477	Krambambel	Krambambel	Substantiv	x2	Schnaps der Marke 'Krambambuli'	"[""Schnaps der Marke 'Krambambuli'""]"	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PK04481	Krambutsch	Krambutsch	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PK04633	Kratzer, Krätzer	Kratzer, Krätzer	Substantiv	2c	geringer, saurer Wein	['geringer', 'saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PK04694	Kräuter-tee	Kräutertee	Substantiv	-	Kräutertee	['Kräutertee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee			Kräutertee	kein_Trinken				kein_Trinken
PK04742	Kraut-tee	Krauttee	Substantiv	-	Kräutertee	['Kräutertee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee			Kräutertee	kein_Trinken				kein_Trinken
PK05631	Kuh-milch, Küh-	Kuhmilch, Kühmilch	Substantiv	-	Kuhmilch, Kühmilch	['Kuhmilch', 'Kühmilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Kuhmilch	Kühmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
PK05774	Kümmel	Kümmel	Substantiv	2.2a	Schnaps, gewürzt mit Kümmel	['Schnaps', 'gewürzt mit Kümmel']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Schnaps	gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PK05784	Kümmel-schnaps	Kümmelschnaps	Substantiv	-	Schnaps, gewürzt mit Kümmel	['Schnaps', 'gewürzt mit Kümmel']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Schnaps	gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PK05881	Kunst-wein	Kunstwein	Substantiv	-	gepanschter Wein	['gepanschter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PK05982	Kurzer	Kurzer	Substantiv	-	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kurzer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PK06040	Kutscher	Kutscher	Substantiv	2	geringer Wein	['geringer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00084	Lackel-tackel	Lackeltackel	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00095	Lacks-brühe, Lackels-	Lacksbrühe, Lackelsbrühe	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00159	Lagageri	Lagageri	Substantiv	-	schlechter, saurer Wein	['schlechter', 'saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00160	Lage	Lage	Substantiv	2b	eine Runde Bier, Wein usw.	['eine Runde Bier', 'Wein usw.']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk								
PL00169	Lager-bier	Lagerbier	Substantiv	x	Lagerbier	['Lagerbier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Lagerbier	kein_Trinken				kein_Trinken
PL00178	Lager-wein	Lagerwein	Substantiv	-	Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein	['Wein, der im Faß gelagert wird', 'zum Lagern geeigneter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00379	Land-wein	Landwein	Substantiv	-	Landwein	['Landwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Landwein	kein_Trinken				kein_Trinken
PL00514	Lappel-brühe	Lappelbrühe	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00515	Läpplerei	Läpplerei	Substantiv	-	das Trinken in kleinen Schlucken	['das Trinken in kleinen Schlucken']	Trinken.Langsam_kleine_Mengen_trinken								
PL00564	Lari	Lari	Substantiv	x	Verwässertes (z.B. Kaffee, Wein, Suppe)	['Verwässertes (z.B. Kaffee', 'Wein', 'Suppe)']	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee					Wein	Verwässertes (z.B. Kaffee; Suppe)	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PL00750	Lauer, Läuer	Lauer, Läuer	Substantiv	3	Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird	['Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00754	Läuer-brühe	Läuerbrühe	Substantiv	-	Tresterwein, schlechter Wein	['Tresterwein', 'schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00755	Läuerer	Läuerer	Substantiv	-	Tresterwein, schlechter Wein	['Tresterwein', 'schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL00808	Laugens-brühe, Laugs-brühe	Laugensbrühe, Laugsbrühe	Substantiv	-	fades, schlechtes Getränk, bes. von Kaffee oder Wein	['fades', 'schlechtes Getränk', 'bes. von Kaffee oder Wein']	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
PL00911	Lauter-wasser	Lauterwasser	Substantiv	-	Kaiserslauterer Bier	['Kaiserslauterer Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
PL01170	Lehnen-wein, Lehn-wein	Lehnenwein, Lehnwein	Substantiv	-	Wein einer Hanglage	['Wein einer Hanglage']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL01433	Leimen-brühe, Leim-brühe	Leimenbrühe, Leimbrühe	Substantiv	2	noch nicht ausgegorener, trüber Wein	['noch nicht ausgegorener', 'trüber Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PL01924	likör	likör	Substantiv	-	likör	['likör']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			likör	kein_Trinken				kein_Trinken
PL01943	Limonade	Limonade	Substantiv	-	Limonade	['Limonade']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Limonade	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Limonade	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink
PL02060	Lo-bier	Lobier	Substantiv	-	Freibier	['Freibier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Freibier	kein_Trinken				kein_Trinken
PL02297	Lot-bier	Lotbier	Substantiv	-	Freibier	['Freibier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Freibier	kein_Trinken				kein_Trinken
PL02673	Lutter	Lutter	Substantiv	-	Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde	['Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PM00006	Mach-bach	Machbach	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PM00007	Mach-buck	Machbuck	Substantiv	-	geringer Wein, Haustrunk	['geringer Wein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x1	aufgewärmter Kaffee	['aufgewärmter Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x2	von einem Trinker als schwach bezeichneter Whisky	['von einem Trinker als schwach bezeichneter Whisky']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PM00114	Magdalenen-wasser	Magdalenenwasser	Substantiv	x	aufgewärmter Kaffee	['aufgewärmter Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
PM00141	Magen-bitter	Magenbitter	Substantiv	-	Magenbitter	['Magenbitter']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Magenbitter	kein_Trinken				kein_Trinken
PM00171	Mager-milch	Magermilch	Substantiv	-	entrahmte Milch	['entrahmte Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Magermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; 
PM00457	Malz-kaffee	Malzkaffee	Substantiv	-	Malzkaffee	['Malzkaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee
PM00569	Männer-milch	Männermilch	Substantiv	-	Wein	['Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PM00867	Märzen-bier, März-bier	Märzenbier, Märzbier	Substantiv	-	im März gebrautes Lagerbier	['im März gebrautes Lagerbier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Märzenbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; 
PM01010	Matte	Matte	Substantiv	2.2	Sauermilch	['Sauermilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk			Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk
PM01211	Maurers-likör, Maurer-likör	Maurerslikör, Maurerlikör	Substantiv	-	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PM01216	Maurers-schnaps, Maurer-schnaps	Maurersschnaps, Maurerschnaps	Substantiv	-	minderwertiger Schnaps	['minderwertiger Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PM01361	Meer-rettich	Meerrettich	Substantiv	3	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PM01688	Met	Met	Substantiv	1	selbstgebrautes Getränk aus Wasser, Honig und unvergorenem Bier	['selbstgebrautes Getränk aus Wasser', 'Honig und unvergorenem Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Met	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; 
PM01838	Milch	Milch	Substantiv	1	Milch der Haustiere, Muttermilch	['Milch der Haustiere', 'Muttermilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; 
PM01892	Milch-kaffee	Milchkaffee	Substantiv	-	Milchkaffee	['Milchkaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PM02033	Mineral-wasser	Mineralwasser	Substantiv	-	Mineralwasser	['Mineralwasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PM02088	Misch-kaffee	Mischkaffee	Substantiv	-	Mischung aus Bohnen- und Malzkaffee	['Mischung aus Bohnen- und Malzkaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee								
PM02468	Mockel	Mockel	Substantiv	1	Tresterwein, Haustrunk	['Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PM02726	Moppel, Möppel	Moppel, Möppel	Substantiv	8	geringwertiger Wein	['geringwertiger Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PM02731	Mops, Moppes	Mops, Moppes	Substantiv	6	Tresterwein, Haustrunk	['Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PM02775	Mords-brand	Mordsbrand	Substantiv	2	starker Durst	['starker Durst']	Durst								
PM02853	Morgen-kaffee	Morgenkaffee	Substantiv	-	Morgenkaffee	['Morgenkaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee			Morgenkaffee	kein_Trinken				kein_Trinken
PM02919	Mosel	Mosel	Substantiv	2	Moselwein	['Moselwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Moselwein	kein_Trinken				kein_Trinken
PM02920	Mosel-wein	Moselwein	Substantiv	-	Moselwein	['Moselwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Moselwein	kein_Trinken				kein_Trinken
PM02922	Moses, Mosche	Moses, Mosche	Substantiv	3	Tresterwein, Haustrunk	['Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PM02926	Most	Most	Substantiv	1b	unvergorener Saft gekelterter Äpfel, Birnen	['unvergorener Saft gekelterter Äpfel', 'Birnen']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; 
PM02926	Most	Most	Substantiv	1a	unvergorener, süßer Traubensaft	['unvergorener', 'süßer Traubensaft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; 
PM02926	Most	Most	Substantiv	x1c	Obstwein	['Obstwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Obstwein	kein_Trinken				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; kein_Trinken
PM02931	Most-brühe	Mostbrühe	Substantiv	-	unvergorener, süßer Traubensaft	['unvergorener', 'süßer Traubensaft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PM02989	Mozenblätter-tee	Mozenblättertee	Substantiv	-	Brombeerblättertee	['Brombeerblättertee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee			Brombeerblättertee	kein_Trinken				kein_Trinken
PM03003	Mucken-buff	Muckenbuff	Substantiv	-	Malzkaffee, Kaffeersatz	['Malzkaffee', 'Kaffeersatz']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee					Malzkaffee	Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee
PM03010	Mucken-fuck	Muckenfuck	Substantiv	-	Malzkaffee, Kaffeersatz	['Malzkaffee', 'Kaffeersatz']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee					Malzkaffee	Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee
PM03370	Musikanten-durst	Musikantendurst	Substantiv	-	großer Durst, wie er bei Musikanten üblich ist	['großer Durst', 'wie er bei Musikanten üblich ist']	Durst								
PN00008	Nabel-naß	Nabelnaß	Substantiv	-	Tresterwein, Haustrunk	['Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PN00011	Nabel-wärmer	Nabelwärmer	Substantiv	-	guter Schnaps	['guter Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PN00118	Nach-lauf	Nachlauf	Substantiv	2	Schnaps, der beim Brennen zuletzt herausläuft	['Schnaps, der beim Brennen zuletzt herausläuft']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PN00118	Nach-lauf	Nachlauf	Substantiv	1	Most bzw. Wein, der beim Keltern zuletzt herausläuft	['Most bzw. Wein, der beim Keltern zuletzt herausläuft']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PN00330	Nacht-wächter	Nachtwächter	Substantiv	2b	abgestandenes Bier	['abgestandenes Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
PN00346	Nach-wein	Nachwein	Substantiv	-	Tresterwein, Haustrunk	['Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PN00483	Nähts	Nähts	Substantiv	2b	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PN00746	Nebel-zerstörer	Nebelzerstörer	Substantiv	-	geringer Wein, Haustrunk	['geringer Wein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PN00899	Nerven-schwächer	Nervenschwächer	Substantiv	-	sehr starker Wein	['sehr starker Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PN01414	Nulpes	Nulpes	Substantiv	-	Kaffee	['Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee			Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PN01475	Nuß-schnaps	Nußschnaps	Substantiv	-	aus grünen Walnüssen bereiteter Schnaps	['aus grünen Walnüssen bereiteter Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PO00109	Ober-länder	Oberländer	Substantiv	-	Wein aus der oberen Haardt	['Wein aus der oberen Haardt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PO00234	Obst-saft	Obstsaft	Substantiv	-	Obstsaft	['Obstsaft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft			Obstsaft	kein_Trinken				kein_Trinken
PO00242	Obst-wein	Obstwein	Substantiv	-	Obstwein	['Obstwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Obstwein	kein_Trinken				kein_Trinken
PO00541	Oktober-tee	Oktobertee	Substantiv	-	Wein	['Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PO00573	Olig	Olig	Substantiv	2	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PQ00264	Quetsch	Quetsch	Substantiv	-	Zwetschgenbranntwein	['Zwetschgenbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Zwetschgenbranntwein	kein_Trinken				kein_Trinken
PQ00274	Quetschen-branntwein	Quetschenbranntwein	Substantiv	-	Zwetschgenbranntwein	['Zwetschgenbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Zwetschgenbranntwein	kein_Trinken				kein_Trinken
PQ00303	Quetschen-schnaps	Quetschenschnaps	Substantiv	-	Zwetschgenbranntwein	['Zwetschgenbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Zwetschgenbranntwein	kein_Trinken				kein_Trinken
PQ00312	Quetschen-wasser	Quetschenwasser	Substantiv	-	Zwetschgenbranntwein	['Zwetschgenbranntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Zwetschgenbranntwein	kein_Trinken				kein_Trinken
PR00049	Rachen-putzer	Rachenputzer	Substantiv	1b	scharfer Schnaps	['scharfer Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
