xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Konzept_gemappt
PR00049	Rachen-putzer	Rachenputzer	Substantiv	1a	minderwertiger, schlechter Wein; Tresterwein, Haustrunk	['minderwertiger', 'schlechter Wein', 'Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00059	Rackel-gackel	Rackelgackel	Substantiv	-	schlechter, gepanschter Wein	['schlechter', 'gepanschter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00102	Radetzky	Radetzky	Substantiv	-	minderwertiger Wein	['minderwertiger Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00122	Radler-maß	Radlermaß	Substantiv	-	Mischgetränk aus Bier und Limonade	['Mischgetränk aus Bier und Limonade']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk								
PR00253	Rampaß	Rampaß	Substantiv	1.1	saurer Wein, Tresterwein	['saurer Wein', 'Tresterwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00263	Rampfer	Rampfer	Substantiv	-	saurer Wein	['saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00334	Ranzen-risser	Ranzenrisser	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00383	Rappis	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	['saurer', 'schlechter Wein', 'Tresterwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00399	Räppsel	Räppsel	Substantiv	-	Tresterwein, Haustrunk	['Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00401	Rappser, Räppser	Rappser, Räppser	Substantiv	-	Tresterwein, Haustrunk	['Tresterwein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00454	Raspel	Raspel	Substantiv	3	scharfer Schnaps	['scharfer Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PR00480	Rassi-bulli	Rassibulli	Substantiv	-	schlechter, saurer Wein; Haustrunk	['schlechter', 'saurer Wein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00571	Ratzen-butz	Ratzenbutz	Substantiv	-	starker Zwetschenschnaps	['starker Zwetschenschnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PR00727	Rauscher	Rauscher	Substantiv	-	gärender Most	['gärender Most']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR00763	Reben-blut, Reb-	Rebenblut, Rebblut	Substantiv	2	Wein	['Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PR00780	Reben-saft, Reb-	Rebensaft, Rebsaft	Substantiv	2	Wein	['Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rebensaft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PR01305	Reiß-mich-um	Reißmichum	Substantiv	-	für Schnaps	['für Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PR01306	Reiß-mischung	Reißmischung	Substantiv	-	sehr saurer Wein	['sehr saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR01532	Rhabarber-wein	Rhabarberwein	Substantiv	-	Wein aus Rhabarber	['Wein aus Rhabarber']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR01551	Rhein-wasser	Rheinwasser	Substantiv	2	scherzhafte Bezeichnung des Ludwigshafener Biers	['scherzhafte Bezeichnung des Ludwigshafener Biers']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
PR01664	Riesen-brand	Riesenbrand	Substantiv	-	sehr großer Durst	['sehr großer Durst']	Durst								
PR01691	Riesling-wein	Rieslingwein	Substantiv	-	Wein aus Riesling	['Wein aus Riesling']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR01866	Rippes	Rippes	Substantiv	-	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR01901	Risser	Risser	Substantiv	2e	neuer, noch gärender Wein mit prickelndem Geschmack	['neuer', 'noch gärender Wein mit prickelndem Geschmack']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PR02375	Rot-wein	Rotwein	Substantiv	-	Rotwein	['Rotwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PR02699	Rülps-wasser	Rülpswasser	Substantiv	-	Sprudelwasser	['Sprudelwasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PR02704	Rum	Rum	Substantiv	-	Rum	['Rum']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Rum	kein_Trinken				kein_Trinken
PR02776	Runde	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	['von einem Teilnehmer einer Gesellschaft gestiftetes Getränk']	Getränk								
PR02804	Rundung	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	['von einem Teilnehmer einer Gesellschaft gestiftetes Getränk']	Getränk								
PS00092	Säckels-brühe	Säckelsbrühe	Substantiv	-	schlechter, saurer Wein	['schlechter', 'saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS00099	Säcker, Säckert	Säcker, Säckert	Substantiv	2	geringwertiger Wein	['geringwertiger Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS00125	Säcker-wein	Säckerwein	Substantiv	-	aus Trestern gewonnener Wein, Haustrunk	['aus Trestern gewonnener Wein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS00181	Saft	Saft	Substantiv	2b	als Getränk, Heilmittel zubereiteter Saft	['als Getränk', 'Heilmittel zubereiteter Saft']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; 
PS00576	Sand-wein	Sandwein	Substantiv	-	Wein, der auf Sandboden wächst	['Wein, der auf Sandboden wächst']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS00823	Sauer-ampfel, -ampfer, -ämpferich	Sauerampfel, Sauerampfer, ämpferich	Substantiv	2	saurer, minderwertiger, schlechter Wein	['saurer', 'minderwertiger', 'schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS00824	Sauerampfel-brühe	Sauerampfelbrühe	Substantiv	-	saurer Wein	['saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS00860	Sauer-milch	Sauermilch	Substantiv	-	geronnene (ungekochte) Milch	['geronnene (ungekochte) Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; 
PS00902	Saufens	Saufens	Substantiv	1	Getränk, Trinkvorrat	['Getränk', 'Trinkvorrat']	Getränk					Getränk	Trinkvorrat	Getränk	Getränk
PS00907	Sauferei	Sauferei	Substantiv	-	Zechgelage, das fortwährende, unmäßige Trinken von Alkohol	['Zechgelage, das fortwährende', 'unmäßige Trinken von Alkohol']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken								
PS00946	Sauf-zeug	Saufzeug	Substantiv	-	Getränke	['Getränke']	Getränk			Getränke	kein_Trinken				kein_Trinken
PS00963	Sau-gesüff	Saugesüff	Substantiv	-	minderwertiger, schlechter Wein	['minderwertiger', 'schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS01118	Saurach	Saurach	Substantiv	2	saurer Wein	['saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS01303	Schächer	Schächer	Substantiv	2b	Bier	['Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
PS01466	Schafs-milch, Schaf-milch	Schafsmilch, Schafmilch	Substantiv	-	Schafsmilch, Schafmilch	['Schafsmilch', 'Schafmilch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
PS01637	Schamas	Schamas	Substantiv	2b	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS01660	Schampanjer Champagner, Schampanjer	Schampanjer Champagner, Schampanjer	Substantiv	1	Schaumwein	['Schaumwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt			Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt
PS01666	Schampus	Schampus	Substantiv	-	Schaumwein	['Schaumwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Schampus	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt
PS02326	Schiefer	Schiefer	Substantiv	2b	guter Wein	['guter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS02339	Schiefer-wein	Schieferwein	Substantiv	-	minderwertiger Wein aus schieferigem Boden	['minderwertiger Wein aus schieferigem Boden']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS02433	Schilcher	Schilcher	Substantiv	2	blaßroter, geringer Wein	['blaßroter', 'geringer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS02455	Schilkser	Schilkser	Substantiv	-	geringer Wein	['geringer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS02610	Schlabber-brühe	Schlabberbrühe	Substantiv	-	schlechtes, fades Getränk	['schlechtes', 'fades Getränk']	Getränk								
PS02621	Schlabber-milch	Schlabbermilch	Substantiv	-	geronnene Milch	['geronnene Milch']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
PS02742	Schlaf-trunk	Schlaftrunk	Substantiv	-	Trunk vor dem Schlafengehen	['Trunk vor dem Schlafengehen']	Getränk								
PS02826	Schlamper, Schlämper	Schlamper, Schlämper	Substantiv	2	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS03076	Schleh-branntwein	Schlehbranntwein	Substantiv	-	aus Schlehen hergestellter Branntwein	['aus Schlehen hergestellter Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PS03089	Schleh-schnaps	Schlehschnaps	Substantiv	-	aus Schlehen hergestellter Branntwein	['aus Schlehen hergestellter Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PS03107	Schleich-wein	Schleichwein	Substantiv		mit Hefe durchsetzter Wein	['mit Hefe durchsetzter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS03336	Schlingel	Schlingel	Substantiv	3	schlechter, minderwertiger Wein	['schlechter', 'minderwertiger Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS03349	Schlinken-putzer	Schlinkenputzer	Substantiv	1b	schlechter Branntwein	['schlechter Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PS03438	Schloriampels-brühe	Schloriampelsbrühe	Substantiv	-	schales, fades Getränk, dünner Kaffee	['schales', 'fades Getränk', 'dünner Kaffee']	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
PS03439	Schlorum	Schlorum	Substantiv	1a	Kaffee; schaler, dünner Kaffee	['Kaffee', 'schaler', 'dünner Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee					Kaffee	schaler; dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PS03440	Schlorum-bier	Schlorumbier	Substantiv	-	eine Biersorte	['eine Biersorte']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
PS03608	Schlurpser	Schlurpser	Substantiv	1	Schluck, Trunk	['Schluck', 'Trunk']	Getränk					Trunk	Schluck	Getränk	Getränk
PS03619	Schlüsselblumen-tee	Schlüsselblumentee	Substantiv	-	Tee aus den Blüten der Schlüsselblume	['Tee aus den Blüten der Schlüsselblume']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee								
PS03951	Schmisser	Schmisser	Substantiv	3	trockener, harter Wein, der einen umwirft	['trockener', 'harter Wein, der einen umwirft']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS03987	Schmoras	Schmoras	Substantiv	-	Kaffee	['Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee			Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PS04193	Schnalzer	Schnalzer	Substantiv	3	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS04243	Schnaps	Schnaps	Substantiv	1	Getränk mit hohem Alkoholanteil	['Getränk mit hohem Alkoholanteil']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; 
PS04261	Schnaps-gepfetze	Schnapsgepfetze	Substantiv	-	Branntwein	['Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PS04351	Schnaubian	Schnaubian	Substantiv	-	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PS04675	Schnips	Schnips	Substantiv	2	ein Gläschen Schnaps oder einfachen Kornbranntweins	['ein Gläschen Schnaps oder einfachen Kornbranntweins']	Trinken.Alkohol_trinken								
PS04715	Schnitt-wein	Schnittwein	Substantiv	-	Wein aus der letzten Mostpressung	['Wein aus der letzten Mostpressung']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS04720	Schnitz-brühe	Schnitzbrühe	Substantiv		Wasser, in dem Apfel- oder Birnenstücke gekocht wurden	['Wasser', 'in dem Apfel- oder Birnenstücke gekocht wurden']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink					Wasser	in dem Apfel- oder Birnenstücke gekocht wurden	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PS04896	Schnurr-gückel	Schnurrgückel	Substantiv	1	Tresterwein, Haustrunk, minderwertiger Wein	['Tresterwein', 'Haustrunk', 'minderwertiger Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS04953	Schockele-majem	Schockelemajem	Substantiv	-	Kaffee	['Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee			Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PS04979	Schoker	Schoker	Substantiv	-	Kaffee	['Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee			Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee				Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PS04986	Schokolade	Schokolade	Substantiv	-	Süßigkeit aus Kakao, Milch und Zucker	['Süßigkeit aus Kakao', 'Milch und Zucker']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao								
PS05072	Schoppen-wein	Schoppenwein	Substantiv	-	in Schoppen (vom Faß) ausgeschenkter Wein	['in Schoppen (vom Faß) ausgeschenkter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS05097	Schorle	Schorle	Substantiv	-	Wein und Mineralwasser (meist) je zur Hälfte vermischt	['Wein und Mineralwasser (meist) je zur Hälfte vermischt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk								
PS05098	Schorle-morle	Schorlemorle	Substantiv	-	Wein und Mineralwasser (meist) je zur Hälfte vermischt	['Wein und Mineralwasser (meist) je zur Hälfte vermischt']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk								
PS05365	Schröpf-kopf	Schröpfkopf	Substantiv	3	kleines Fäßchen mit Wein oder Bier	['kleines Fäßchen mit Wein oder Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk								
PS05855	Schüssel-milch	Schüsselmilch	Substantiv	-	Milch, die in einer flachen Schüssel entrahmt wurde	['Milch, die in einer flachen Schüssel entrahmt wurde']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk								
PS05893	Schüttel-riesling	Schüttelriesling	Substantiv	-	Apfelwein	['Apfelwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein			Apfelwein	kein_Trinken				kein_Trinken
PS06719	Sechel	Sechel	Substantiv	2	ein Glas Bier	['ein Glas Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
PS06825	Seelen-wärmer, Seel-	Seelenwärmer, Seelwärmer	Substantiv	2	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PS06969	Seifen-brühe	Seifenbrühe	Substantiv	2	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS07106	Sekt	Sekt	Substantiv	-	Schaumwein	['Schaumwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt
PS07167	Selters-wasser, Selzer-	Selterswasser, Selzerwasser	Substantiv	-	Mineral-, Sprudelwasser	['Mineral-', 'Sprudelwasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Selterswasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Sprudelwasser	Mineral-	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PS07599	Silven-wein	Silvenwein	Substantiv		Wein aus Silvanertrauben	['Wein aus Silvanertrauben']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS07695	Sirup	Sirup	Substantiv	-	Sirup	['Sirup']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink			Sirup	kein_Trinken				kein_Trinken
PS07765	Soda-wasser	Sodawasser	Substantiv	-	kohlensäurehaltiges Mineralwasser, Sprudel	['kohlensäurehaltiges Mineralwasser', 'Sprudel']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Sodawasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Sprudel	kohlensäurehaltiges Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PS08119	Soruf	Soruf	Substantiv	-	Schnaps	['Schnaps']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose			Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PS08372	Spät-lese	Spätlese	Substantiv	2	Wein aus spät geernteten Trauben, Wein höherer Qualitätsstufe	['Wein aus spät geernteten Trauben', 'Wein höherer Qualitätsstufe']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS08583	Speicher-kaffee	Speicherkaffee	Substantiv	-	Kaffee-Ersatz aus geröstetem Getreide	['Kaffee-Ersatz aus geröstetem Getreide']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee								
PS08731	Sperben-wein	Sperbenwein	Substantiv	-	Wein aus Früchten des Speierling oder mit Speierlingzusatz	['Wein aus Früchten des Speierling oder mit Speierlingzusatz']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS09049	Spitzbohnen-kaffee	Spitzbohnenkaffee	Substantiv	-	Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä.	['Kaffee-Ersatz aus Gerste', 'Roggen', 'Malz u.ä.']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee								
PS09112	Spitzen-wein	Spitzenwein	Substantiv	-	besonders guter, hervorragender Wein	['besonders guter', 'hervorragender Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS09411	Sprit	Sprit	Substantiv	2	schlechter Wein	['schlechter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS09417	Spritzel-wasser	Spritzelwasser	Substantiv	-	Mineralwasser	['Mineralwasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser				Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PS09424	Spritzer	Spritzer	Substantiv	x1b	mit Sodawasser gemischter Wein	['mit Sodawasser gemischter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk								
PS09465	Sprudel	Sprudel	Substantiv	-	kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk	['kohlensäurehaltiges Trinkwasser', 'Mineralwasser', 'Kurgetränk']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser			Mineralwasser	kohlensäurehaltiges Trinkwasser; Kurgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PS09496	Sprutzel-wasser	Sprutzelwasser	Substantiv	-	Mineralwasser mit Kohlensäure	['Mineralwasser mit Kohlensäure']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser								
PS09547	Spül-wasser	Spülwasser	Substantiv	2	dünnes, fades Getränk	['dünnes', 'fades Getränk']	Getränk								
PS09548	Spülwasser-brühe	Spülwasserbrühe	Substantiv	-	dünnes, fades Getränk	['dünnes', 'fades Getränk']	Getränk								
PS09663	Stachelbeer-wein	Stachelbeerwein	Substantiv	-	Obstwein aus Stachelbeeren	['Obstwein aus Stachelbeeren']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PS10051	Stark-bier	Starkbier	Substantiv	-	eine Biersorte mit besonders viel Stammwürze	['eine Biersorte mit besonders viel Stammwürze']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Starkbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; 
PS10292	Steh-schoppen	Stehschoppen	Substantiv	-	vor dem Heimgehen an der Theke der Wirtschaft getrunkenes Getränk	['vor dem Heimgehen an der Theke der Wirtschaft getrunkenes Getränk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk								
PS10654	Sternen-bier, Stern-bier	Sternenbier, Sternbier	Substantiv	-	Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei	['Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
