xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Satzwurzel	Konzept_Satzwurzel	Konzept_gemappt
PH06524	Hormes	Hormes	Substantiv	-	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PH07070	Humpen	Humpen	Substantiv	1	großes TrinkGefäß von 2 - 5 l Inhalt	['großes TrinkGefäß von 2 - 5 l Inhalt']	kein_Trinken										kein_Trinken
PH07077	Hund	Hund	Substantiv	II2c'd	Schnapsglas (kleiner als 14 l)	['Schnapsglas (kleiner als 14 l)']	kein_Trinken										kein_Trinken
PH07490	Huren-butik	Hurenbutik	Substantiv	-	Gastwirtschaft mit zweifelhaftem Ruf	['Gastwirtschaft mit zweifelhaftem Ruf']	kein_Trinken										kein_Trinken
PH07498	Huren-mutter	Hurenmutter	Substantiv	-	Inhaberin einer Gastwirtschaft von zweifelhaftem Ruf	['Inhaberin einer Gastwirtschaft von zweifelhaftem Ruf']	kein_Trinken										kein_Trinken
PH07499	Huren-nest	Hurennest	Substantiv	x	Gastwirtschaft von zweifelhaftem Ruf	['Gastwirtschaft von zweifelhaftem Ruf']	kein_Trinken										kein_Trinken
PH07506	Huren-vater	Hurenvater	Substantiv	-	Inhaber einer Gastwirtschaft von zweifelhaftem Ruf	['Inhaber einer Gastwirtschaft von zweifelhaftem Ruf']	kein_Trinken										kein_Trinken
PH07508	Huren-wirt	Hurenwirt	Substantiv	-	Inhaber einer Gastwirtschaft von zweifelhaftem Ruf	['Inhaber einer Gastwirtschaft von zweifelhaftem Ruf']	kein_Trinken										kein_Trinken
PH07509	Huren-wirtschaft	Hurenwirtschaft	Substantiv	-	Gastwirtschaft von zweifelhaftem Ruf	['Gastwirtschaft von zweifelhaftem Ruf']	kein_Trinken										kein_Trinken
PK00002	Kabarettier	Kabarettier	Substantiv	-	Speisewirt	['Speisewirt']	kein_Trinken			Speisewirt	kein_Trinken						kein_Trinken
PK00017	Kachel-wirt	Kachelwirt	Substantiv	-	Wirt, der häufig das Verlangte nicht hat	['Wirt, der häufig das Verlangte nicht hat']	kein_Trinken										kein_Trinken
PK00043	Kaffee	Kaffee	Substantiv	2.1	Kaffeehaus	['Kaffeehaus']	kein_Trinken	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffeehaus	kein_Trinken						Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PK00044	Kaffee	Kaffee	Substantiv	1.1a	Kaffeebohnen, auch in gemahlenem Zustand	['Kaffeebohnen', 'auch in gemahlenem Zustand']	kein_Trinken	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PK00048	Kaffee-bohne	Kaffeebohne	Substantiv	1	Kaffeebohne	['Kaffeebohne']	kein_Trinken			Kaffeebohne	kein_Trinken						kein_Trinken
PK00064	Kaffee-haus	Kaffeehaus	Substantiv	-	Kaffeehaus	['Kaffeehaus']	kein_Trinken			Kaffeehaus	kein_Trinken						kein_Trinken
PK00090	Kaffee-satz	Kaffeesatz	Substantiv	-	Kaffeesatz	['Kaffeesatz']	kein_Trinken			Kaffeesatz	kein_Trinken						kein_Trinken
PK00495	Kanonen-rausch	Kanonenrausch	Substantiv	-	starker Rausch	['starker Rausch']	kein_Trinken										kein_Trinken
PK00499	kanonen-voll	kanonenvoll	Adjektiv	-	völlig betrunken	['völlig betrunken']	kein_Trinken										kein_Trinken
PK00501	Kanonen-zopf	Kanonenzopf	Substantiv	-	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PK00510	Kantine	Kantine	Substantiv	-	Kantine	['Kantine']	kein_Trinken			Kantine	kein_Trinken						kein_Trinken
PK00513	Kantinen-wirt	Kantinenwirt	Substantiv	-	Kantinenwirt	['Kantinenwirt']	kein_Trinken			Kantinenwirt	kein_Trinken						kein_Trinken
PK00557	Kappe	Kappe	Substantiv	2a'h	Schaumschicht auf dem Bier	['Schaumschicht auf dem Bier']	kein_Trinken										kein_Trinken
PK01047	Kater	Kater	Substantiv	2e	Katzenjammer nach übermäßigem Alkoholgenuß	['Katzenjammer nach übermäßigem Alkoholgenuß']	kein_Trinken										kein_Trinken
PK01135	Katzen-jammer	Katzenjammer	Substantiv	1a	unangenehme Nachwehen eines Rausches	['unangenehme Nachwehen eines Rausches']	kein_Trinken										kein_Trinken
PK01435	Keller-balken	Kellerbalken	Substantiv	-	Kellnerin	['Kellnerin']	kein_Trinken			Kellnerin	kein_Trinken						kein_Trinken
PK01460	Keller-mäden, -mädchen, -mädel	Kellermäden, Kellermädchen, mädel	Substantiv	-	Kellnerin	['Kellnerin']	kein_Trinken			Kellnerin	kein_Trinken						kein_Trinken
PK01462	Keller-mensch	Kellermensch	Substantiv	-	Kellnerin	['Kellnerin']	kein_Trinken			Kellnerin	kein_Trinken						kein_Trinken
PK01493	Kellner, Kellnerin, Kellerin	Kellner, Kellnerin, Kellerin	Substantiv	-	Kellner, Kellnerin, Kellerin	['Kellner', 'Kellnerin', 'Kellerin']	kein_Trinken										kein_Trinken
PK01495	Kellner-frack	Kellnerfrack	Substantiv	2	Kellner	['Kellner']	kein_Trinken			Kellner	kein_Trinken						kein_Trinken
PK01496	Kellner-mädel	Kellnermädel	Substantiv	-	Kellnerin	['Kellnerin']	kein_Trinken			Kellnerin	kein_Trinken						kein_Trinken
PK01497	kellnern	kellnern	Verb	-	als Kellner arbeiten	['als Kellner arbeiten']	kein_Trinken										kein_Trinken
PK02301	Kiste	Kiste	Substantiv	2b'g	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PK02881	Kloster-hof	Klosterhof	Substantiv	2	Name einer Gastwirtschaft in FR-Hertlhs	['Name einer Gastwirtschaft in FR-Hertlhs']	kein_Trinken										kein_Trinken
PK02979	knäll	knäll	Adjektiv	-	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PK02983	Knall-bude	Knallbude	Substantiv	-	schlechtes Gasthaus	['schlechtes Gasthaus']	kein_Trinken										kein_Trinken
PK03012	Knall-wirtschaft	Knallwirtschaft	Substantiv	-	verrufene Gastwirtschaft	['verrufene Gastwirtschaft']	kein_Trinken										kein_Trinken
PK03150	Kneipe	Kneipe	Substantiv	1	kleines, minderes Wirtshaus	['kleines', 'minderes Wirtshaus']	kein_Trinken										kein_Trinken
PK03365	Knorbel, Knurbel, Knürbel	Knorbel, Knurbel, Knürbel	Substantiv	4b	betrunken sein	['betrunken sein']	kein_Trinken										kein_Trinken
PK03538	Kober	Kober	Substantiv	-	Wirt	['Wirt']	kein_Trinken			Wirt	kein_Trinken						kein_Trinken
PK04261	Kost-haus	Kosthaus	Substantiv	-	Haus, in dem man beköstigt wird	['Haus', 'in dem man beköstigt wird']	kein_Trinken										kein_Trinken
PK04361	Kräch, Kräche, Krächen	Kräch, Kräche, Krächen	Substantiv	2	leichter Rausch	['leichter Rausch']	kein_Trinken										kein_Trinken
PK04414	Kraft	Kraft	Substantiv	2b'b	von der belebenden Wirkung des Alkohols	['von der belebenden Wirkung des Alkohols']	kein_Trinken										kein_Trinken
PK04420	kräftig	kräftig	Adjektiv	3b	viel Alkohol enthaltend (von Wein, Bier)	['viel Alkohol enthaltend (von Wein', 'Bier)']	kein_Trinken					Bier)	viel Alkohol enthaltend (von Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier			Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
PK04922	Kreuz-wirt	Kreuzwirt	Substantiv	-	"Wirt einer Gastwirtschaft ""Zum Kreuz"" (an einer Straßenkreuzung)"	"['Wirt einer Gastwirtschaft ""Zum Kreuz"" (an einer Straßenkreuzung)']"	kein_Trinken										kein_Trinken
PK05119	Krone	Krone	Substantiv	1a'g	"Wirtschaft, auch Gasthaus ""zur Krone"""	"['Wirtschaft', 'auch Gasthaus ""zur Krone""']"	kein_Trinken										kein_Trinken
PK05124	Kronen-wirt, Kronich-	Kronenwirt, Kronichwirt	Substantiv	-	"Wirt eines Gasthauses ""Zur Krone"""	"['Wirt eines Gasthauses ""Zur Krone""']"	kein_Trinken										kein_Trinken
PK05237	krotten-voll	krottenvoll	Adjektiv	-	völlig betrunken	['völlig betrunken']	kein_Trinken										kein_Trinken
PK05387	Kübel-süffer	Kübelsüffer	Substantiv	2	starker Trinker	['starker Trinker']	kein_Trinken										kein_Trinken
PK05666	Kuh-schluck, Küh-	Kuhschluck, Kühschluck	Substantiv	-	sehr großer Schluck	['sehr großer Schluck']	kein_Trinken										kein_Trinken
PK05667	Kuh-schlurpser, Küh-	Kuhschlurpser, Kühschlurpser	Substantiv	-	sehr großer Schluck	['sehr großer Schluck']	kein_Trinken										kein_Trinken
PL00075	Lack	Lack	Substantiv	1.3	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PL00077	lack	lack	Adjektiv	1	abgestanden, schal, lau (von Getränken)	['abgestanden', 'schal', 'lau (von Getränken)']	kein_Trinken										kein_Trinken
PL00335	Land-lord	Landlord	Substantiv	-	Wirt	['Wirt']	kein_Trinken			Wirt	kein_Trinken						kein_Trinken
PL00528	Läpperer	Läpperer	Substantiv	-	(heimlicher) Trinker, Säufer	['(heimlicher) Trinker', 'Säufer']	kein_Trinken										kein_Trinken
PL00588	läßig	läßig	Adjektiv		gezapft	['gezapft']	kein_Trinken			gezapft	kein_Trinken						kein_Trinken
PL00610	lateinisch	lateinisch	Adjektiv	2	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PL01276	Leib-wirtschaft	Leibwirtschaft	Substantiv	-	Stammlokal	['Stammlokal']	kein_Trinken			Stammlokal	kein_Trinken						kein_Trinken
PL01544	Leiter	Leiter	Substantiv	1.2b	Zeche	['Zeche']	kein_Trinken			Zeche	kein_Trinken						kein_Trinken
PL01729	leuchten	leuchten	Verb	1c'b	von der Trinkernase	['von der Trinkernase']	kein_Trinken										kein_Trinken
PL01949	Linde	Linde	Substantiv	2	Name von Gasthäusern	['Name von Gasthäusern']	kein_Trinken										kein_Trinken
PL02185	Lokal	Lokal	Substantiv	2	Gastwirtschaft, Herberge	['Gastwirtschaft', 'Herberge']	kein_Trinken										kein_Trinken
PL02195	Lo-pfiffer	Lopfiffer	Substantiv	-	nicht zahlender Zechgenosse	['nicht zahlender Zechgenosse']	kein_Trinken										kein_Trinken
PL02355	Löwe	Löwe	Substantiv	3a	Name von Gasthäusern	['Name von Gasthäusern']	kein_Trinken										kein_Trinken
PL02375	Luck	Luck	Substantiv	-	Spelunke	['Spelunke']	kein_Trinken			Spelunke	kein_Trinken						kein_Trinken
PL02496	Lukas	Lukas	Substantiv	5	Humpen	['Humpen']	kein_Trinken			Humpen	kein_Trinken						kein_Trinken
PL02514	Lump	Lump	Substantiv	1b	Trunkenbold, Säufer	['Trunkenbold', 'Säufer']	kein_Trinken										kein_Trinken
PL02572	Lumpen-wirtschaft	Lumpenwirtschaft	Substantiv	1	schlechtes Gasthaus	['schlechtes Gasthaus']	kein_Trinken										kein_Trinken
PL02577	Lumpes	Lumpes	Substantiv	1c	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PL02648	Lust, Lusten	Lust, Lusten	Substantiv	2	Gartenwirtschaft	['Gartenwirtschaft']	kein_Trinken			Gartenwirtschaft	kein_Trinken						kein_Trinken
PL02674	luttern	luttern	Verb	-	den Zwetschgen- oder Birnenschnaps zum zweitenmal brennen	['den Zwetschgen- oder Birnenschnaps zum zweitenmal brennen']	kein_Trinken										kein_Trinken
PM00060	Madamen-schlücke	Madamenschlücke	Substantiv	-	kleine Schlucke	['kleine Schlucke']	kein_Trinken										kein_Trinken
PM01938	Milch-schokolade	Milchschokolade	Substantiv	-	Milchschokolade	['Milchschokolade']	kein_Trinken			Milchschokolade	kein_Trinken						kein_Trinken
PM01949	Milch-süffer	Milchsüffer	Substantiv	1	wer viel Milch trinkt	['wer viel Milch trinkt']	kein_Trinken								trinken	Trinken	Trinken
PM02544	mole	mole	Adjektiv	-	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PM02771	Mords-affe	Mordsaffe	Substantiv	-	schwerer Rausch	['schwerer Rausch']	kein_Trinken										kein_Trinken
PM02812	Mords-rausch	Mordsrausch	Substantiv	-	großer Rausch	['großer Rausch']	kein_Trinken										kein_Trinken
PN00257	Nacht-licht	Nachtlicht	Substantiv	2b'a	wer bis in die späte Nacht im Wirtshaus sitzt	['wer bis in die späte Nacht im Wirtshaus sitzt']	kein_Trinken										kein_Trinken
PN00634	Nasen-schild, Nas-schild	Nasenschild, Nasschild	Substantiv	-	in die Straße ragendes Wirtshausschild	['in die Straße ragendes Wirtshausschild']	kein_Trinken										kein_Trinken
PN00670	Naß-kittel	Naßkittel	Substantiv	1	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
PN00728	Nebel	Nebel	Substantiv	3b	Zustand des Betrunkenseins	['Zustand des Betrunkenseins']	kein_Trinken										kein_Trinken
PN00816	Neben-zimmer	Nebenzimmer	Substantiv	-	Gaststättennebenraum für Gesellschaften an Kirchweih, Festen; Herrenzimmer	['Gaststättennebenraum für Gesellschaften an Kirchweih', 'Festen', 'Herrenzimmer']	kein_Trinken										kein_Trinken
PO00042	Ober	Ober	Substantiv	1	Oberkellner, Kellner	['Oberkellner', 'Kellner']	kein_Trinken										kein_Trinken
PO00098	Ober-kellner	Oberkellner	Substantiv	-	Oberkellner	['Oberkellner']	kein_Trinken			Oberkellner	kein_Trinken						kein_Trinken
PO00250	Ochse	Ochse	Substantiv	3a	"Name von Gasthäusern ""Zum Ochsen"""	"['Name von Gasthäusern ""Zum Ochsen""']"	kein_Trinken										kein_Trinken
PO00320	Ochsen-wirt	Ochsenwirt	Substantiv	-	Wirt einer Gastwirtschaft Zum Ochsen	['Wirt einer Gastwirtschaft Zum Ochsen']	kein_Trinken										kein_Trinken
PO00401	Offiziers-borte	Offiziersborte	Substantiv	-	hohe Schaumkrone auf dem Bier	['hohe Schaumkrone auf dem Bier']	kein_Trinken										kein_Trinken
PQ00129	Quartal-säufer, -süffer	Quartalsäufer, Quartalsüffer	Substantiv	-	wer sich in periodischen Abständen betrinkt	['wer sich in periodischen Abständen betrinkt']	kein_Trinken								betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PQ00266	Quetsche	Quetsche	Substantiv	1.2a'a	blaue Nase (des Trinkers)	['blaue Nase (des Trinkers)']	kein_Trinken										kein_Trinken
PQ00279	Quetschen-faß	Quetschenfaß	Substantiv	-	Faß zur Schnapsbereitung aus Zwetschgenfallobst	['Faß zur Schnapsbereitung aus Zwetschgenfallobst']	kein_Trinken										kein_Trinken
PR00440	Rasier-schaum	Rasierschaum	Substantiv	-	Sahne auf dem Kaffee	['Sahne auf dem Kaffee']	kein_Trinken										kein_Trinken
PR00719	Rausch	Rausch	Substantiv	1	durch den Genuß von zuviel Alkohol eintretende Bewußtseinsverwirrung	['durch den Genuß von zuviel Alkohol eintretende Bewußtseinsverwirrung']	kein_Trinken										kein_Trinken
PR00728	rauschig	rauschig	Adjektiv	2	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PR00942	regalieren	regalieren	Verb	1	bewirten, freihalten	['bewirten', 'freihalten']	kein_Trinken										kein_Trinken
PR01118	Reiber	Reiber	Substantiv	2c	Faßhahn; kleiner Holzhahn am Faß zum Abfüllen des Weins in Gläser	['Faßhahn', 'kleiner Holzhahn am Faß zum Abfüllen des Weins in Gläser']	kein_Trinken										kein_Trinken
PR01163	Reif	Reif	Substantiv		ausgehängter Faßreifen als Wirtshauszeichen	['ausgehängter Faßreifen als Wirtshauszeichen']	kein_Trinken										kein_Trinken
PR01326	Reitel	Reitel	Substantiv	2b	Tafelauf die der Wirt Zechschulden notiert	['Tafelauf die der Wirt Zechschulden notiert']	kein_Trinken										kein_Trinken
PR01356	Reit-haken	Reithaken	Substantiv	2	Weinglas	['Weinglas']	kein_Trinken			Weinglas	kein_Trinken						kein_Trinken
PR01401	Remischen	Remischen	Substantiv	-	kleines Weinglas	['kleines Weinglas']	kein_Trinken										kein_Trinken
PR01402	Remischen-stecher	Remischenstecher	Substantiv	-	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
PR01472	Restaurant	Restaurant	Substantiv	-	Restaurant	['Restaurant']	kein_Trinken			Restaurant	kein_Trinken						kein_Trinken
PR01473	Restauration	Restauration	Substantiv	-	Restaurant	['Restaurant']	kein_Trinken			Restaurant	kein_Trinken						kein_Trinken
PR01570	Ribo	Ribo	Substantiv	-	Zechtour	['Zechtour']	kein_Trinken			Zechtour	kein_Trinken						kein_Trinken
PR02123	Römer	Römer	Substantiv	2b	grünes Weinglas	['grünes Weinglas']	kein_Trinken										kein_Trinken
PR02903	rußig	rußig	Adjektiv	2	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS00044	Säbel, Sabel	Säbel, Sabel	Substantiv	4	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PS00123	Säckert	Säckert	Substantiv	2	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PS00157	Sack-süffer	Sacksüffer	Substantiv	-	kleines flaches Schnapsfläschchen für die Tasche	['kleines flaches Schnapsfläschchen für die Tasche']	kein_Trinken										kein_Trinken
PS00652	Sares	Sares	Substantiv		Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PS00721	Satz	Satz	Substantiv	2b	Bodensatz in Getränken, bes. Kaffee	['Bodensatz in Getränken', 'bes. Kaffee']	kein_Trinken										kein_Trinken
PS00891	Sauf-aus	Saufaus	Substantiv	-	Zechbruder, Säufer, Saufbold	['Zechbruder', 'Säufer', 'Saufbold']	kein_Trinken										kein_Trinken
PS00892	Sauf-bruder	Saufbruder	Substantiv	-	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
PS00906	Säufer	Säufer	Substantiv	-	Trinker, Alkoholiker	['Trinker', 'Alkoholiker']	kein_Trinken										kein_Trinken
PS00909	Säufer-wahn	Säuferwahn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	['Geistesschwäche', 'Unzurechenbarkeit infolge Trunkenheit', 'Delirium']	kein_Trinken										kein_Trinken
PS00910	Säufer-wahnsinn	Säuferwahnsinn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	['Geistesschwäche', 'Unzurechenbarkeit infolge Trunkenheit', 'Delirium']	kein_Trinken										kein_Trinken
PS00915	Sauf-gesellschaft	Saufgesellschaft	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	['(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)']	kein_Trinken										kein_Trinken
PS00916	Sauf-gichtern	Saufgichtern	Substantiv	x	Delirium	['Delirium']	kein_Trinken			Delirium	kein_Trinken						kein_Trinken
PS00922	Sauf-kollege	Saufkollege	Substantiv	-	Zechkumpan	['Zechkumpan']	kein_Trinken			Zechkumpan	kein_Trinken						kein_Trinken
PS00923	Sauf-kompanie	Saufkompanie	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	['(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)']	kein_Trinken										kein_Trinken
PS00924	Sauf-kopf	Saufkopf	Substantiv	-	wer gern Alkohol trinkt	['wer gern Alkohol trinkt']	kein_Trinken								trinken	Trinken	Trinken
PS00924	Sauf-kumpan	Saufkumpan	Substantiv	-	Zechkumpan	['Zechkumpan']	kein_Trinken			Zechkumpan	kein_Trinken						kein_Trinken
PS00925	Sauf-lappen	Sauflappen	Substantiv	-	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
PS00928	Sauf-liste	Saufliste	Substantiv	-	Liste der ortsbekannten Säufer	['Liste der ortsbekannten Säufer']	kein_Trinken										kein_Trinken
PS00929	Sauf-loch	Saufloch	Substantiv	-	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
PS00930	Sauf-lottel	Sauflottel	Substantiv	x	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
PS00931	Sauf-nase	Saufnase	Substantiv	2	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS00932	Sauf-naupen	Saufnaupen	Substantiv	x	Saufgelüste	['Saufgelüste']	kein_Trinken			Saufgelüste	kein_Trinken						kein_Trinken
PS00934	Sauf-partie	Saufpartie	Substantiv	-	Zechgelage	['Zechgelage']	kein_Trinken			Zechgelage	kein_Trinken						kein_Trinken
PS00942	Sauf-schulden	Saufschulden	Substantiv	-	Schulden infolge übermäßigen Saufens	['Schulden infolge übermäßigen Saufens']	kein_Trinken										kein_Trinken
PS00943	Sauf-teufel	Saufteufel	Substantiv	-	Personifizierung des Alkoholismus	['Personifizierung des Alkoholismus']	kein_Trinken										kein_Trinken
PS01122	Sau-rausch	Saurausch	Substantiv	-	großer Rausch	['großer Rausch']	kein_Trinken										kein_Trinken
PS01169	Sauser	Sauser	Substantiv	3	Rausch	['Rausch']	kein_Trinken	Sauser	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rausch	kein_Trinken						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PS01303	Schächer	Schächer	Substantiv	2a	Gastwirt	['Gastwirt']	kein_Trinken			Gastwirt	kein_Trinken						kein_Trinken
PS01498	Schafs-wirt, Schaf-wirt	Schafswirt, Schafwirt	Substantiv	-	Besitzer der Gastwirtschaft 'Zum Schaf'	"[""Besitzer der Gastwirtschaft 'Zum Schaf'""]"	kein_Trinken										kein_Trinken
PS01689	Schank	Schank	Substantiv	2	Ausschank (von Getränken)	['Ausschank (von Getränken)']	kein_Trinken										kein_Trinken
PS01692	Schank-bursche	Schankbursche	Substantiv	-	Gehilfe beim Ausschank	['Gehilfe beim Ausschank']	kein_Trinken										kein_Trinken
PS01697	Schank-haus	Schankhaus	Substantiv		Gastwirtschaft	['Gastwirtschaft']	kein_Trinken			Gastwirtschaft	kein_Trinken						kein_Trinken
PS01699	Schank-recht	Schankrecht	Substantiv	-	Schankrecht	['Schankrecht']	kein_Trinken			Schankrecht	kein_Trinken						kein_Trinken
PS01701	Schank-stube	Schankstube	Substantiv	-	Stube der Gastwirtschaft, in der ausgeschenkt wird	['Stube der Gastwirtschaft', 'in der ausgeschenkt wird']	kein_Trinken										kein_Trinken
PS01702	Schank-tisch	Schanktisch	Substantiv	-	Tisch in der Gastwirtschaft, an dem ausgeschenkt wird	['Tisch in der Gastwirtschaft', 'an dem ausgeschenkt wird']	kein_Trinken										kein_Trinken
PS01704	Schank-wirt	Schankwirt	Substantiv	-	Wirt, der ausschenkt	['Wirt, der ausschenkt']	kein_Trinken										kein_Trinken
PS01843	Schaskeler	Schaskeler	Substantiv	-	Trinker	['Trinker']	kein_Trinken			Trinker	kein_Trinken						kein_Trinken
PS01846	Schaskener	Schaskener	Substantiv	-	Trinker	['Trinker']	kein_Trinken			Trinker	kein_Trinken						kein_Trinken
PS01883	Schaub	Schaub	Substantiv		brennender Strohwisch als Zeichen des Schankrechts	['brennender Strohwisch als Zeichen des Schankrechts']	kein_Trinken										kein_Trinken
PS02117	Schenk-bursche	Schenkbursche	Substantiv	-	Aushelfer in Gaststätten zur Kirchweihzeit	['Aushelfer in Gaststätten zur Kirchweihzeit']	kein_Trinken										kein_Trinken
PS02118	Schenke	Schenke	Substantiv	1a	Schankwirtschaft	['Schankwirtschaft']	kein_Trinken			Schankwirtschaft	kein_Trinken						kein_Trinken
PS02118	Schenke	Schenke	Substantiv	1b	Schanktisch	['Schanktisch']	kein_Trinken			Schanktisch	kein_Trinken						kein_Trinken
PS02122	schenken	schenken	Verb	3	Getränke ausschenken	['Getränke ausschenken']	kein_Trinken										kein_Trinken
PS02126	Schenk-kellner	Schenkkellner	Substantiv	-	Kellner, der ausschenkt	['Kellner, der ausschenkt']	kein_Trinken										kein_Trinken
PS02127	Schenk-Mädchen	SchenkMädchen	Substantiv	-	Aushelferin in Gaststätten zur Kirchweihzeit	['Aushelferin in Gaststätten zur Kirchweihzeit']	kein_Trinken										kein_Trinken
PS02128	Schenk-wirt	Schenkwirt	Substantiv	-	wer in einer Schenke ausschenkt	['wer in einer Schenke ausschenkt']	kein_Trinken										kein_Trinken
PS02273	schicker	schicker	Adjektiv	1	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS02275	Schicker	Schicker	Substantiv	2	Schwips, Rausch	['Schwips', 'Rausch']	kein_Trinken										kein_Trinken
PS02429	Schikores	Schikores	Substantiv	-	Trunkenheit, Rausch	['Trunkenheit', 'Rausch']	kein_Trinken										kein_Trinken
PS02430	schikorum	schikorum	Adjektiv	-	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS02437	Schild-gerechtigkeit	Schildgerechtigkeit	Substantiv		Konzession für die Eröffnung einer Gastwirtschaft	['Konzession für die Eröffnung einer Gastwirtschaft']	kein_Trinken										kein_Trinken
PS02441	Schild-wirt	Schildwirt	Substantiv	-	zum Dauerausschank gekaufter Weine berechtigter Wirt	['zum Dauerausschank gekaufter Weine berechtigter Wirt']	kein_Trinken										kein_Trinken
PS02768	Schläger, Schlager	Schläger, Schlager	Substantiv	3	Alkoholrausch, Alkoholexzeß	['Alkoholrausch', 'Alkoholexzeß']	kein_Trinken										kein_Trinken
PS02791	Schlag-seite	Schlagseite	Substantiv	-	wie schd»Schlag-seite	['wie schd»Schlag-seite']	kein_Trinken										kein_Trinken
PS03077	Schleh-büchse	Schlehbüchse	Substantiv	2a	Bierfäßchen	['Bierfäßchen']	kein_Trinken			Bierfäßchen	kein_Trinken						kein_Trinken
PS03518	Schluck	Schluck	Substantiv	1	Menge, die auf einmal geschluckt wird; der einmalige Schluckvorgang	['Menge, die auf einmal geschluckt wird', 'der einmalige Schluckvorgang']	kein_Trinken										kein_Trinken
PS03531	Schluck-specht	Schluckspecht	Substantiv	-	wer gerne und viel trinkt	['wer gerne und viel trinkt']	kein_Trinken								trinken	Trinken	Trinken
PS03532	schluck-weise	schluckweise	Adverb	-	schluckweise	['schluckweise']	kein_Trinken			schluckweise	kein_Trinken						kein_Trinken
PS03990	schmorig	schmorig	Adjektiv	1	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS04244	Schnaps-ausschank	Schnapsausschank	Substantiv	-	Schankrecht für Spirituosen im Gasthaus	['Schankrecht für Spirituosen im Gasthaus']	kein_Trinken										kein_Trinken
PS04250	Schnaps-bude	Schnapsbude	Substantiv	-	anspruchsloses, vorwiegend zum Trinken besuchtes Gasthaus	['anspruchsloses', 'vorwiegend zum Trinken besuchtes Gasthaus']	kein_Trinken										kein_Trinken
PS04251	Schnaps-butelle	Schnapsbutelle	Substantiv	-	Schnapsflasche	['Schnapsflasche']	kein_Trinken			Schnapsflasche	kein_Trinken						kein_Trinken
PS04252	Schnaps-butik	Schnapsbutik	Substantiv	-	Gastwirtschaft mit bescheidenen Ansprüchen, Branntweinschenke	['Gastwirtschaft mit bescheidenen Ansprüchen', 'Branntweinschenke']	kein_Trinken										kein_Trinken
